@RELATION rfTemp
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE class {Normal,Slurred}

@DATA
0.091631,0.023303,3.005101,0.239746,0.258095,0.593293,0.010400,0.084532,-27.292264,1.767167,0.119928,0.471309,0.418912,0.103241,0.094482,0.110074,0.008555,0.049522,0.055664,0.012668,0.108724,0.015733,0.000680,0.024044,0.015039,0.056429,0.001462,0.197956,0.000510,0.000478,0.003570,0.022481,0.001006,0.063145,0.030375,0.033063,0.174565,0.045521,0.026234,0.276715,0.014244,0.076487,1.341554,0.568887,0.259611,0.194342,0.275664,0.166532,0.164571,0.154636,0.154625,0.127499,0.186187,0.243373,0.206734,0.033852,0.001194,0.033919,0.023809,0.022359,0.002391,0.083254,0.000730,0.000323,0.003776,0.023978,0.001801,0.015177,Normal
0.120541,0.007927,2.997858,0.265243,0.268760,0.723249,0.004779,0.119688,-28.018118,1.525344,0.146410,0.422380,0.516392,0.190772,0.081735,0.091131,-0.036521,0.055173,0.090401,0.124687,0.114702,0.004467,0.000467,0.027650,0.010999,0.063519,0.002005,0.207267,0.000470,0.000800,0.002702,0.013492,0.001794,0.060579,0.064542,0.016216,0.106526,0.043900,0.020374,0.283068,0.005666,0.088026,1.130547,0.349517,0.198020,0.181194,0.215266,0.174779,0.138905,0.158126,0.101863,0.111157,0.124387,0.115706,0.132055,0.009618,0.000460,0.028975,0.005361,0.018259,0.004609,0.065736,0.000444,0.000576,0.003679,0.013394,0.005014,0.013537,Normal
0.107712,0.017843,2.962650,0.212442,0.225033,0.734765,0.011213,0.154506,-26.692761,2.134613,-0.042867,0.352385,0.114490,0.197652,0.144522,0.113747,-0.094378,-0.000196,-0.003893,-0.001255,0.098785,0.012467,0.001598,0.028111,0.011918,0.033498,0.004954,0.099446,0.004677,0.007905,0.020426,0.033183,0.002459,0.038717,0.075856,0.016364,0.343192,0.075602,0.039859,0.505968,0.008351,0.154240,1.988784,0.722584,0.609295,0.417145,0.399400,0.300277,0.258736,0.226692,0.222349,0.206609,0.229766,0.173719,0.170441,0.019580,0.002010,0.023401,0.012373,0.022316,0.006260,0.072722,0.007767,0.009951,0.019203,0.032428,0.003406,0.016717,Normal
0.117856,0.018840,3.043375,0.256477,0.258096,0.763965,0.006529,0.135083,-27.420000,1.612202,0.031112,0.523765,0.392848,0.084949,0.159147,0.043996,-0.003091,0.036026,0.099920,0.072930,0.123016,0.006667,0.001037,0.022456,0.015067,0.062729,0.001430,0.182950,0.000483,0.001079,0.005159,0.021489,0.000766,0.057618,0.062602,0.036112,0.147779,0.057884,0.029791,0.369244,0.009018,0.098824,1.580141,0.622703,0.349723,0.265375,0.314403,0.166060,0.171574,0.173258,0.163111,0.159589,0.175692,0.193098,0.171364,0.018173,0.002057,0.021233,0.021175,0.022754,0.001786,0.084561,0.000518,0.002145,0.008293,0.031946,0.000786,0.014723,Normal
0.086081,0.049196,3.168400,0.183244,0.198583,0.806543,0.003442,0.125696,-25.099411,1.973488,-0.860120,0.810137,0.136508,0.034559,0.073561,-0.053339,0.020299,0.076946,-0.209306,0.145445,-0.018232,0.009313,0.003245,0.010181,0.005360,0.033098,0.002514,0.075191,0.000777,0.001580,0.020261,0.079002,0.001265,0.041428,0.018361,0.018503,0.147151,0.028071,0.025033,0.152225,0.003343,0.027123,1.292874,0.480022,0.293798,0.279104,0.250393,0.156427,0.148700,0.142884,0.144234,0.124254,0.171211,0.139292,0.157155,0.009190,0.004962,0.012527,0.003545,0.012318,0.005452,0.038813,0.001080,0.001705,0.007118,0.016062,0.002084,0.009137,Normal
0.105146,0.008983,2.896064,0.228715,0.241492,0.712075,0.007902,0.120554,-28.181676,1.981376,-0.046542,0.451471,0.254471,0.142932,0.184672,0.064422,-0.120719,-0.001525,0.010061,0.007093,0.104133,0.014794,0.001528,0.022241,0.010470,0.054540,0.004885,0.147428,0.001958,0.002747,0.007506,0.026194,0.002303,0.047866,0.048048,0.008632,0.299346,0.046055,0.024764,0.354149,0.005740,0.093810,1.272462,0.589329,0.429495,0.297306,0.293504,0.214607,0.181089,0.193230,0.158759,0.187370,0.155437,0.164394,0.175135,0.018299,0.002258,0.022497,0.006755,0.015516,0.005340,0.051023,0.002518,0.003585,0.006196,0.021066,0.002500,0.011850,Normal
0.055124,0.052290,3.232012,0.142114,0.191479,0.340761,0.003931,0.060547,-24.750860,3.212879,-0.384282,0.324214,0.045217,-0.133486,0.233724,0.223909,-0.265797,0.033325,-0.007851,-0.014587,0.169734,0.006489,0.000425,0.021050,0.005022,0.012446,0.001247,0.056213,0.000386,0.002781,0.022561,0.065023,0.000787,0.031866,0.008298,0.011313,0.049106,0.024273,0.027400,0.076249,0.002574,0.009807,0.733157,0.444489,0.230801,0.198643,0.195815,0.180723,0.156261,0.203399,0.225955,0.167048,0.152748,0.154429,0.125311,0.002457,0.000302,0.015594,0.002072,0.008645,0.000792,0.031537,0.000801,0.000984,0.004628,0.010684,0.000442,0.006801,Normal
0.107196,0.023239,3.018180,0.246626,0.258694,0.683280,0.008204,0.101792,-27.471100,1.703396,0.065568,0.494739,0.404178,0.117568,0.126025,0.075133,-0.022131,0.027567,0.074992,0.032055,0.120886,0.015734,0.000649,0.024859,0.015802,0.064678,0.001790,0.184596,0.001402,0.000858,0.002797,0.015716,0.001709,0.059159,0.034351,0.042503,0.160151,0.045032,0.029287,0.257300,0.014873,0.056204,1.660261,0.590613,0.287933,0.288977,0.326315,0.154568,0.157374,0.165226,0.133179,0.161607,0.172235,0.233408,0.183365,0.034991,0.000966,0.028406,0.021627,0.027479,0.002962,0.073181,0.004163,0.000996,0.002615,0.019107,0.003833,0.012534,Normal
0.111608,0.005795,2.979679,0.260856,0.271297,0.667804,0.003879,0.091813,-28.398911,1.550440,0.136707,0.403606,0.480958,0.170335,0.060973,0.100767,-0.040470,0.035704,0.160552,0.122480,0.140355,0.005155,0.000506,0.021458,0.010478,0.066364,0.003142,0.221909,0.000513,0.001092,0.002533,0.012487,0.000906,0.062799,0.029671,0.012021,0.126398,0.017962,0.009590,0.148136,0.003223,0.042649,1.045738,0.238030,0.144357,0.235411,0.222477,0.109362,0.122701,0.106838,0.146660,0.118606,0.125193,0.141561,0.143636,0.007546,0.000830,0.017420,0.004601,0.019092,0.005335,0.055943,0.000917,0.001584,0.001735,0.010140,0.001158,0.013340,Normal
0.115121,0.007517,2.987260,0.263950,0.271661,0.701436,0.004374,0.101354,-27.644330,1.547250,0.225283,0.398993,0.484746,0.137818,0.083709,0.126409,0.023702,0.069646,0.141155,0.114280,0.138139,0.006147,0.000496,0.025071,0.010041,0.074140,0.001657,0.205544,0.000377,0.000844,0.002399,0.011644,0.000725,0.060040,0.042549,0.013406,0.107008,0.029575,0.010585,0.310176,0.003865,0.086586,0.764906,0.389097,0.172541,0.177454,0.193238,0.191725,0.124404,0.133207,0.117792,0.107324,0.141228,0.136287,0.130990,0.011765,0.000573,0.020565,0.007062,0.019785,0.002636,0.057774,0.000590,0.001126,0.001527,0.010234,0.000738,0.012102,Normal
0.114614,0.011845,2.958615,0.255721,0.261087,0.748008,0.004615,0.114420,-27.624333,1.530022,0.042802,0.471105,0.322509,0.194886,0.109172,0.068939,0.016144,0.064044,0.122992,0.071843,0.188567,0.005097,0.000695,0.020021,0.011653,0.067442,0.001932,0.198252,0.001034,0.001340,0.003983,0.014210,0.001052,0.058534,0.042575,0.015338,0.194743,0.032680,0.019469,0.335953,0.003408,0.089016,1.129856,0.356499,0.288674,0.258579,0.225661,0.197212,0.146432,0.174852,0.150450,0.155658,0.141608,0.185438,0.141951,0.009241,0.000876,0.016744,0.010100,0.025954,0.003113,0.065603,0.002457,0.002212,0.004192,0.014320,0.001470,0.015314,Normal
0.111233,0.007174,3.007603,0.259184,0.266754,0.712406,0.004096,0.100094,-29.029974,1.551173,0.062424,0.449381,0.467507,0.116888,0.122182,0.085583,0.056965,0.018628,0.116644,0.079492,0.111101,0.005482,0.000777,0.019197,0.012600,0.069631,0.001152,0.212191,0.000489,0.000875,0.002728,0.012146,0.002144,0.061163,0.025172,0.012639,0.105190,0.023321,0.015070,0.157616,0.003126,0.039583,0.951755,0.304086,0.239854,0.164073,0.178781,0.124072,0.133129,0.145422,0.097854,0.113492,0.148910,0.124573,0.152492,0.010049,0.000795,0.013276,0.011559,0.018025,0.001521,0.057603,0.000585,0.000976,0.002254,0.009286,0.004010,0.012807,Normal
0.121917,0.020198,2.967099,0.231493,0.233124,0.759768,0.011138,0.153696,-27.195656,1.959494,-0.020227,0.327673,0.017757,0.201897,0.116080,0.034909,-0.096249,-0.018765,-0.023507,-0.054396,0.015052,0.025333,0.002063,0.018680,0.010330,0.041101,0.005472,0.123058,0.001429,0.002580,0.009634,0.032675,0.005451,0.045877,0.080248,0.020150,0.288588,0.072998,0.035335,0.434730,0.009051,0.128673,1.846692,0.596313,0.500087,0.317235,0.401809,0.289228,0.271353,0.202546,0.184668,0.200334,0.208149,0.191247,0.195673,0.029828,0.004320,0.018234,0.009075,0.023775,0.008855,0.062059,0.002354,0.003842,0.007968,0.027431,0.009228,0.013947,Normal
0.109517,0.004655,2.932775,0.263229,0.270307,0.727570,0.003439,0.109400,-28.700914,1.496784,0.113274,0.398025,0.431251,0.166220,0.089746,0.096712,-0.016452,0.014868,0.171618,0.118478,0.168420,0.002634,0.000660,0.025716,0.010915,0.064798,0.002655,0.216254,0.000721,0.002126,0.002915,0.011433,0.000777,0.060864,0.033923,0.010407,0.149936,0.028266,0.014581,0.296894,0.002515,0.105186,1.385292,0.246577,0.192245,0.207856,0.237604,0.139787,0.182142,0.167038,0.141725,0.114686,0.093769,0.151131,0.132317,0.004067,0.000928,0.019515,0.006756,0.017922,0.005645,0.059998,0.001302,0.003893,0.002859,0.007041,0.000752,0.014842,Normal
0.110594,0.006572,2.989008,0.255954,0.262417,0.699189,0.005617,0.103014,-28.851512,1.632468,0.012510,0.390578,0.508503,0.115042,0.099532,0.080200,-0.043019,0.039426,0.101432,0.104456,0.132799,0.007691,0.001646,0.020429,0.010515,0.074381,0.002427,0.198188,0.001376,0.001362,0.002174,0.010652,0.000930,0.060031,0.041715,0.010104,0.125081,0.035319,0.021739,0.299842,0.005908,0.080662,1.037367,0.419055,0.271300,0.216501,0.172885,0.161595,0.157492,0.119063,0.156412,0.162477,0.152791,0.186563,0.183925,0.015451,0.003678,0.023357,0.005215,0.029741,0.004218,0.061779,0.003305,0.002045,0.001096,0.008058,0.001294,0.013184,Normal
0.094731,0.019275,2.994227,0.216569,0.237326,0.578470,0.007831,0.094671,-27.084999,2.008518,0.004504,0.309551,0.159423,0.267371,0.025931,0.044257,-0.065377,0.048291,0.029829,-0.005143,0.023916,0.022232,0.001318,0.019449,0.010162,0.050611,0.002859,0.137149,0.000954,0.003095,0.010433,0.030336,0.004336,0.048845,0.042478,0.016517,0.205000,0.047149,0.028917,0.324928,0.005921,0.081872,1.618755,0.445218,0.363919,0.291692,0.328592,0.255343,0.223746,0.202736,0.175029,0.165289,0.184814,0.180392,0.210258,0.032904,0.001846,0.022265,0.007172,0.025860,0.003017,0.064771,0.001269,0.004867,0.009016,0.027340,0.007939,0.014104,Normal
0.109402,0.010669,3.005877,0.255070,0.263995,0.658460,0.006909,0.094594,-28.218372,1.681143,0.079281,0.460066,0.419232,0.065192,0.109281,0.114415,-0.006590,0.035139,0.116236,0.059308,0.128563,0.005871,0.000788,0.015203,0.016092,0.065037,0.001098,0.216346,0.000522,0.000629,0.004887,0.014970,0.001066,0.065092,0.027491,0.013319,0.124131,0.032515,0.019115,0.156277,0.010987,0.027819,0.972459,0.427397,0.267257,0.191478,0.230559,0.135666,0.133064,0.117445,0.119118,0.128605,0.140320,0.163507,0.106266,0.011215,0.001122,0.023098,0.026074,0.016675,0.001543,0.059995,0.001039,0.000504,0.006709,0.014629,0.002369,0.010983,Normal
0.105656,0.005921,2.987378,0.259949,0.271752,0.649805,0.005421,0.092906,-28.311395,1.544674,0.182651,0.379434,0.483874,0.106177,0.073630,0.115954,0.015299,0.058723,0.117254,0.118172,0.146041,0.005232,0.000625,0.020142,0.011183,0.063706,0.001923,0.230421,0.000327,0.001544,0.002137,0.011941,0.000926,0.066055,0.037965,0.011454,0.120183,0.025459,0.010587,0.228693,0.007418,0.070732,0.856971,0.287682,0.194692,0.190229,0.189766,0.167934,0.135063,0.146602,0.143397,0.115515,0.157980,0.141174,0.162217,0.013291,0.001491,0.027127,0.005208,0.019625,0.005455,0.060072,0.000433,0.003605,0.001153,0.008523,0.001937,0.013145,Normal
0.103635,0.008887,3.018087,0.256013,0.270817,0.607778,0.005336,0.082917,-28.987730,1.638642,0.171533,0.377189,0.477126,0.121854,0.099050,0.095051,0.053528,0.049283,0.124598,0.115005,0.115889,0.009520,0.001233,0.021094,0.011052,0.071159,0.000932,0.207500,0.000268,0.000648,0.002148,0.016220,0.001789,0.062698,0.033999,0.013144,0.088047,0.021535,0.010986,0.161721,0.005911,0.039554,0.739051,0.320039,0.201987,0.198861,0.156755,0.164907,0.112013,0.122110,0.108653,0.112682,0.144602,0.156351,0.151378,0.015848,0.002929,0.020282,0.014953,0.017030,0.001095,0.051498,0.000146,0.000616,0.001121,0.017536,0.003222,0.008905,Normal
0.098196,0.018847,3.006984,0.226585,0.248284,0.566928,0.007448,0.095583,-27.498185,2.046976,0.162361,0.301737,0.240454,0.157194,0.023557,0.100792,-0.048161,-0.005106,0.046241,0.006641,0.041050,0.018368,0.001147,0.019197,0.011149,0.053608,0.005062,0.146222,0.000938,0.001287,0.009555,0.038752,0.002574,0.051257,0.040182,0.015367,0.259591,0.038681,0.024800,0.253102,0.006111,0.072301,1.279381,0.468527,0.365874,0.301060,0.281113,0.226329,0.164386,0.182814,0.160014,0.178829,0.177838,0.146783,0.156846,0.017552,0.001551,0.019916,0.007142,0.020056,0.007160,0.056593,0.001805,0.001481,0.010700,0.025446,0.004538,0.012566,Normal
0.092741,0.015671,3.004665,0.247456,0.267241,0.561074,0.005229,0.071156,-27.840284,1.711017,0.221616,0.377189,0.441936,0.074109,0.093881,0.108771,0.013660,0.008660,0.088479,0.073899,0.088761,0.015114,0.001034,0.023990,0.013444,0.056200,0.000905,0.224205,0.000251,0.000590,0.002383,0.015082,0.002640,0.067163,0.025020,0.029981,0.126980,0.031167,0.017571,0.158468,0.006762,0.027661,1.007811,0.444208,0.215516,0.227229,0.235321,0.217700,0.125228,0.102593,0.114135,0.106147,0.173579,0.187451,0.205725,0.032554,0.001874,0.020677,0.010872,0.021477,0.001027,0.072144,0.000139,0.000524,0.001476,0.015694,0.006495,0.011839,Normal
0.066208,0.008493,2.964006,0.220031,0.260517,0.433869,0.008472,0.046953,-27.881419,1.970340,0.294704,0.608745,0.578735,0.242212,0.222156,0.154400,0.052836,0.058733,0.091499,0.118360,0.109115,0.006067,0.000589,0.044102,0.013194,0.062736,0.001177,0.194434,0.000459,0.001338,0.005553,0.017520,0.000924,0.059486,0.021146,0.010740,0.160413,0.022086,0.014412,0.167361,0.005550,0.029684,0.886820,0.263792,0.314820,0.141095,0.197575,0.136399,0.137434,0.177737,0.150216,0.130974,0.135405,0.100416,0.124626,0.008648,0.000933,0.031440,0.018346,0.027217,0.001091,0.083229,0.000698,0.001758,0.003964,0.012901,0.001381,0.018029,Normal
0.069790,0.011745,2.965776,0.212120,0.258421,0.394028,0.010631,0.044594,-27.967422,2.115159,0.488169,0.650785,0.620032,0.248835,0.253879,0.230692,0.104013,0.049909,0.084314,0.036264,0.016831,0.011918,0.000498,0.045891,0.007630,0.057070,0.001115,0.159376,0.000181,0.000659,0.012134,0.030600,0.002276,0.054474,0.019241,0.015034,0.178007,0.024516,0.013095,0.178362,0.005803,0.031290,0.663450,0.290587,0.191396,0.204518,0.260518,0.194125,0.162858,0.167009,0.135777,0.128764,0.163808,0.149306,0.144587,0.016513,0.000822,0.037433,0.010391,0.035729,0.001388,0.091611,0.000143,0.001096,0.011362,0.025023,0.004482,0.017161,Normal
0.115898,0.007893,3.014512,0.262937,0.268349,0.675921,0.005746,0.112379,-27.931513,1.634972,0.073031,0.417610,0.527185,0.105256,0.112999,0.069448,0.013021,0.033510,0.119844,0.103646,0.105767,0.008471,0.000901,0.019134,0.014318,0.070315,0.001238,0.208964,0.000527,0.000850,0.002144,0.010086,0.001493,0.062051,0.042127,0.008980,0.111735,0.032601,0.014256,0.186224,0.005893,0.069860,0.652388,0.334367,0.228598,0.183503,0.154640,0.124942,0.141153,0.117724,0.124303,0.104094,0.145467,0.134928,0.136480,0.014342,0.001242,0.018621,0.013369,0.016107,0.002039,0.051709,0.000642,0.001159,0.000927,0.007600,0.002262,0.010959,Normal
0.104787,0.016534,2.993787,0.248611,0.260855,0.631961,0.007016,0.096484,-27.390463,1.732826,0.018901,0.383385,0.435500,0.126046,0.152656,0.063390,0.009822,0.044954,0.135781,0.102379,0.151178,0.009541,0.000806,0.030494,0.013472,0.062108,0.001223,0.211917,0.000889,0.001057,0.001963,0.008622,0.002553,0.063453,0.053770,0.018140,0.192760,0.044469,0.017583,0.298209,0.005446,0.083528,0.941938,0.406427,0.280260,0.267758,0.224854,0.136958,0.137053,0.153129,0.159489,0.151479,0.141052,0.148829,0.132182,0.013970,0.001256,0.027481,0.015082,0.027369,0.001403,0.079871,0.002638,0.001481,0.001152,0.007079,0.004666,0.017884,Normal
0.103870,0.013201,2.985659,0.224268,0.239165,0.686324,0.010598,0.129661,-27.549711,2.056966,-0.045488,0.389527,0.255871,0.109133,0.082615,0.083954,-0.076932,-0.005618,0.020333,-0.071527,0.019851,0.028942,0.001748,0.025281,0.009478,0.040199,0.003410,0.141697,0.001373,0.001891,0.008386,0.035846,0.003709,0.051659,0.062410,0.013767,0.282474,0.060757,0.027053,0.447258,0.008966,0.126310,1.361439,0.607870,0.484919,0.319432,0.324762,0.213491,0.211986,0.187808,0.176289,0.177405,0.186903,0.189108,0.216732,0.033790,0.001987,0.025261,0.009213,0.023008,0.004358,0.057836,0.002785,0.002328,0.006730,0.030866,0.005909,0.014256,Normal
0.083591,0.020169,2.993676,0.217244,0.242385,0.555174,0.011877,0.100403,-27.230821,2.041427,0.127335,0.425759,0.316615,0.194351,0.144512,0.147398,-0.050523,-0.030319,0.049827,-0.021147,0.014408,0.027527,0.001209,0.040001,0.007248,0.039268,0.003948,0.153226,0.000939,0.000908,0.008020,0.036269,0.003682,0.055389,0.045555,0.019881,0.272091,0.056182,0.032563,0.323413,0.010172,0.088581,1.559682,0.655085,0.450522,0.334638,0.337280,0.254004,0.208211,0.169272,0.177337,0.186731,0.179285,0.184542,0.188849,0.039449,0.002132,0.034185,0.006824,0.023825,0.007536,0.096069,0.001899,0.000925,0.008600,0.037253,0.006943,0.018314,Normal
0.109035,0.010264,2.988594,0.256881,0.269265,0.651172,0.004019,0.097125,-27.639655,1.638605,0.227672,0.362808,0.497636,0.137091,0.090523,0.125157,-0.013054,0.019479,0.127531,0.113534,0.117204,0.013373,0.000404,0.018437,0.010001,0.065303,0.001877,0.214786,0.000277,0.000777,0.002551,0.013940,0.001625,0.062672,0.035338,0.021459,0.176074,0.029477,0.013386,0.217560,0.004377,0.064722,1.004638,0.373139,0.241043,0.229918,0.204567,0.194853,0.136954,0.132768,0.160436,0.139900,0.157922,0.160731,0.157636,0.026704,0.000386,0.013051,0.005354,0.022522,0.004030,0.061698,0.000197,0.000771,0.001393,0.015210,0.004237,0.012553,Normal
0.105225,0.012705,2.986258,0.249519,0.263375,0.664504,0.004626,0.094188,-27.909891,1.558512,0.056338,0.471137,0.408535,0.217311,0.028116,0.090226,0.026759,0.009590,0.152424,0.055204,0.126540,0.007637,0.000634,0.023122,0.010421,0.059605,0.001813,0.207497,0.000611,0.000728,0.003757,0.020000,0.001048,0.061289,0.020879,0.015826,0.119218,0.019673,0.015538,0.175521,0.003537,0.040401,1.037832,0.256357,0.191669,0.215662,0.220516,0.164136,0.171682,0.164089,0.146428,0.129327,0.143342,0.153409,0.143268,0.013628,0.000694,0.018867,0.008793,0.018933,0.003347,0.070166,0.001296,0.000896,0.003660,0.017592,0.001397,0.015293,Normal
0.105971,0.010891,2.976789,0.251298,0.261639,0.663437,0.004826,0.098000,-27.809611,1.599944,0.112557,0.315060,0.387080,0.172563,0.048458,0.089066,-0.031890,0.037912,0.147662,0.078805,0.108766,0.004837,0.001371,0.024101,0.017549,0.062089,0.001762,0.198035,0.000411,0.000788,0.004903,0.015885,0.000921,0.059730,0.030957,0.016344,0.187125,0.030391,0.020181,0.234835,0.004732,0.051371,1.318867,0.343204,0.205777,0.248126,0.254718,0.183383,0.173994,0.112184,0.156020,0.157742,0.131238,0.156513,0.150915,0.012270,0.002569,0.020998,0.017467,0.020476,0.002673,0.069639,0.000386,0.000691,0.008142,0.017053,0.001048,0.013990,Normal
0.083319,0.005959,2.877513,0.232498,0.261195,0.538392,0.009946,0.066245,-29.147956,1.659613,0.151697,0.469876,0.411156,0.162447,0.087541,0.120782,0.022200,-0.003474,0.127932,0.133160,0.116898,0.004004,0.001866,0.036470,0.008074,0.046140,0.005230,0.238053,0.000498,0.001455,0.002661,0.015796,0.001271,0.068291,0.034807,0.011381,0.237694,0.032072,0.017299,0.295846,0.007809,0.065922,1.308306,0.395341,0.215849,0.192102,0.321108,0.200775,0.123848,0.103700,0.139848,0.151398,0.152886,0.131935,0.142864,0.005884,0.004665,0.032044,0.006605,0.022963,0.012403,0.095233,0.000732,0.002908,0.002451,0.013261,0.001731,0.023009,Normal
0.078607,0.010526,2.980083,0.226350,0.257855,0.479672,0.009272,0.071366,-27.842047,1.883774,0.220407,0.619549,0.534274,0.230921,0.186632,0.111585,0.029667,0.044149,0.131028,0.065775,0.132876,0.005451,0.000373,0.032645,0.006701,0.045286,0.003869,0.238176,0.000657,0.001028,0.004377,0.022120,0.001559,0.069412,0.048332,0.017635,0.159127,0.043264,0.023316,0.282539,0.006650,0.083007,1.310564,0.423523,0.341466,0.227149,0.295634,0.164334,0.130035,0.162901,0.153541,0.162494,0.138314,0.145970,0.126360,0.011709,0.000520,0.025017,0.006260,0.034653,0.007122,0.114234,0.001897,0.001794,0.003510,0.017860,0.004663,0.026985,Normal
0.079021,0.012048,3.047589,0.233064,0.261336,0.528668,0.006572,0.066594,-28.090143,1.865328,0.287876,0.499952,0.484787,0.233107,0.143169,0.161875,0.023197,0.024601,0.116333,0.080798,0.064879,0.009197,0.001074,0.031005,0.010408,0.058979,0.002095,0.192749,0.000380,0.001164,0.006480,0.022644,0.003113,0.059656,0.021340,0.012348,0.112129,0.026637,0.016450,0.173575,0.004010,0.035998,1.054941,0.319442,0.214428,0.268971,0.293660,0.180675,0.142799,0.170051,0.131225,0.161242,0.165722,0.166363,0.163616,0.013263,0.002273,0.024701,0.007934,0.030425,0.004266,0.086380,0.000550,0.002520,0.006645,0.019754,0.006129,0.016869,Normal
0.093732,0.018197,2.971754,0.212953,0.234618,0.608772,0.010818,0.103125,-27.097667,2.069767,-0.060156,0.429616,0.270606,0.138451,0.051869,0.014742,-0.066267,-0.047126,0.029025,-0.050354,0.017919,0.024335,0.001088,0.028390,0.009667,0.037081,0.004856,0.151439,0.001211,0.002824,0.007939,0.033703,0.004238,0.052095,0.049681,0.017485,0.191866,0.052819,0.032583,0.323458,0.008838,0.069671,1.516682,0.604455,0.484694,0.276615,0.344141,0.274092,0.186864,0.186146,0.180584,0.200405,0.182427,0.177539,0.195340,0.035974,0.000944,0.030235,0.010196,0.018971,0.006885,0.066660,0.001714,0.005163,0.006278,0.031137,0.007514,0.015159,Normal
0.131805,0.005260,2.980236,0.279243,0.274601,0.788881,0.003402,0.151688,-28.527102,1.458915,0.163523,0.408688,0.487006,0.161427,0.096840,0.097066,0.000702,0.036848,0.149071,0.142338,0.153204,0.002928,0.000559,0.018614,0.009718,0.071399,0.002032,0.209350,0.000690,0.001284,0.002098,0.011190,0.001166,0.059706,0.054129,0.013218,0.167265,0.044469,0.019023,0.297307,0.002817,0.143239,1.098997,0.269565,0.196975,0.264708,0.253413,0.180069,0.184749,0.122049,0.134881,0.106955,0.133585,0.143120,0.127524,0.005890,0.000931,0.017753,0.004488,0.020147,0.004987,0.053164,0.001435,0.002622,0.000798,0.007673,0.002089,0.012557,Normal
0.109277,0.014739,3.035442,0.255877,0.263776,0.667216,0.005240,0.101813,-27.660282,1.679526,0.188262,0.346709,0.381490,0.130025,0.038410,0.094440,-0.032188,0.022324,0.128221,0.083967,0.090150,0.008169,0.001283,0.023078,0.016413,0.060381,0.001537,0.205718,0.000331,0.000691,0.002923,0.015291,0.002283,0.061792,0.042491,0.026098,0.130818,0.037911,0.021901,0.240800,0.006562,0.060583,1.236213,0.450055,0.198856,0.219086,0.335715,0.181921,0.133503,0.171695,0.156918,0.144539,0.172978,0.159820,0.177252,0.016547,0.002870,0.019686,0.023017,0.020810,0.002277,0.069116,0.000325,0.000574,0.002279,0.019731,0.005521,0.014020,Normal
