@RELATION rfTemp
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE class {Normal,Slurred}

@DATA
0.538553,0.002559,3.198934,0.514643,0.288898,2.695094,0.002308,0.824752,-31.777372,1.017910,0.121379,0.280656,0.311663,-0.034276,0.049013,0.056213,-0.035116,-0.005183,0.010844,0.073331,0.016274,0.005198,0.001806,0.005082,0.006316,0.014607,0.003901,0.006494,0.002073,0.003277,0.004890,0.011530,0.002683,0.005134,0.115719,0.007627,0.183854,0.090505,0.034374,0.376950,0.001090,0.165967,2.454083,0.409834,0.518469,0.293428,0.174907,0.241411,0.221375,0.201592,0.159338,0.145115,0.163515,0.177912,0.160189,0.004886,0.001347,0.003523,0.004165,0.006157,0.004285,0.005314,0.001648,0.003523,0.004125,0.004476,0.002194,0.001834,Slurred
0.357217,0.012425,3.049833,0.394302,0.261201,1.949766,0.008923,0.561917,-29.265854,1.162908,0.136806,-0.172729,0.124022,-0.152611,0.177340,0.138746,-0.129402,0.021992,-0.161923,-0.099072,-0.186637,0.024810,0.013217,0.019684,0.012062,0.014596,0.004376,0.008368,0.004476,0.003344,0.003328,0.007384,0.010114,0.015598,0.147532,0.017482,0.391535,0.106030,0.034770,0.711511,0.006838,0.221064,2.279618,0.837520,0.680235,0.532939,0.421295,0.328613,0.257647,0.262500,0.288881,0.222395,0.314273,0.267985,0.339008,0.031204,0.025715,0.022473,0.014251,0.009662,0.005576,0.009225,0.006541,0.003146,0.002410,0.006382,0.017375,0.011096,Slurred
0.326615,0.014807,3.119702,0.372723,0.257429,1.850494,0.007823,0.526740,-28.616831,1.139269,-0.095832,-0.212535,0.010435,-0.146277,0.094650,-0.005498,-0.138280,-0.083515,-0.176920,-0.075187,-0.156082,0.013365,0.008692,0.019741,0.010405,0.012090,0.010476,0.010537,0.009635,0.005933,0.006059,0.011974,0.010385,0.014787,0.140546,0.018983,0.248961,0.096963,0.037376,0.617607,0.004738,0.206087,2.433169,0.769004,0.767576,0.746332,0.364288,0.322507,0.255492,0.264900,0.245896,0.254407,0.231547,0.248320,0.254669,0.013257,0.013901,0.023688,0.013169,0.008000,0.016168,0.015388,0.019223,0.007286,0.005487,0.011403,0.015539,0.009853,Slurred
0.518502,0.003957,3.206515,0.511433,0.298574,2.674932,0.002932,0.823792,-30.031955,1.097116,0.359123,0.234745,0.361006,0.142662,0.213539,0.215986,-0.079556,-0.141891,-0.037567,-0.041742,0.093533,0.005154,0.004575,0.015110,0.007732,0.019254,0.003817,0.005291,0.003513,0.002106,0.003786,0.011563,0.002913,0.008014,0.062145,0.009103,0.127253,0.043070,0.015432,0.300214,0.001810,0.099633,0.955368,0.342669,0.318254,0.347392,0.250395,0.175218,0.170108,0.181548,0.173858,0.161832,0.217762,0.160459,0.241037,0.004467,0.008207,0.014068,0.005596,0.007572,0.002498,0.002755,0.006310,0.001098,0.002414,0.007338,0.002346,0.004340,Slurred
0.374225,0.013538,3.122000,0.401086,0.263425,1.983601,0.007684,0.592316,-29.062599,1.363590,0.118785,-0.217320,0.126188,-0.060588,0.049172,0.184324,-0.198561,0.006931,-0.130107,-0.096868,-0.125885,0.026526,0.009182,0.015042,0.010270,0.018388,0.008427,0.011426,0.003088,0.003355,0.003611,0.008943,0.007521,0.015514,0.146962,0.018600,0.266859,0.106515,0.041572,0.632286,0.006146,0.217405,2.711852,0.545248,0.730697,0.629099,0.425358,0.284814,0.322521,0.281879,0.250425,0.263419,0.305366,0.196457,0.315889,0.046203,0.017406,0.016161,0.011362,0.018350,0.012737,0.016084,0.003220,0.003566,0.002900,0.005525,0.008665,0.012745,Slurred
0.334643,0.011611,3.117117,0.405807,0.280974,1.773300,0.006506,0.540950,-30.243601,1.186280,0.033588,0.113714,0.128730,0.032386,-0.041014,0.225947,-0.136500,-0.176300,-0.135887,-0.162772,-0.047132,0.015281,0.005745,0.013320,0.010570,0.011874,0.004326,0.004992,0.001427,0.007167,0.002956,0.042545,0.002249,0.019580,0.149789,0.016537,0.284515,0.101368,0.034802,0.671008,0.005229,0.241578,2.235918,0.617532,0.485701,0.390014,0.379423,0.274483,0.227372,0.196345,0.204565,0.197504,0.217034,0.241509,0.205607,0.021780,0.008647,0.014633,0.011358,0.014739,0.005710,0.005457,0.001541,0.010591,0.002266,0.016664,0.002783,0.010931,Slurred
0.286050,0.016310,3.061997,0.350555,0.253992,1.678475,0.009594,0.463826,-28.265895,1.239177,-0.128038,-0.147302,0.053893,-0.024961,-0.030781,0.053376,-0.278339,-0.280730,-0.179508,-0.113081,-0.069884,0.021863,0.004210,0.032998,0.020471,0.022030,0.008833,0.009986,0.004349,0.003550,0.005068,0.009393,0.002961,0.019969,0.156757,0.028430,0.303518,0.114905,0.041773,0.714177,0.006234,0.264730,3.006108,0.942274,0.788664,0.572308,0.476788,0.400445,0.234951,0.277112,0.274467,0.286378,0.278469,0.247051,0.253954,0.023653,0.006665,0.035840,0.018941,0.023133,0.013175,0.013642,0.005909,0.003798,0.005189,0.009010,0.003246,0.014679,Slurred
0.415433,0.018537,3.143869,0.432413,0.270236,2.142686,0.006988,0.638750,-29.998824,1.244150,0.031992,-0.021538,0.113415,0.013471,0.033905,0.230248,-0.116587,-0.056826,-0.060389,-0.066124,-0.086534,0.011457,0.006148,0.015219,0.013843,0.015299,0.006497,0.005989,0.002746,0.002781,0.006716,0.011466,0.003255,0.011984,0.138400,0.030091,0.235920,0.101355,0.036773,0.600047,0.005431,0.211190,2.614744,0.593170,0.531931,0.410021,0.424862,0.245967,0.242668,0.220451,0.205261,0.198497,0.221260,0.218609,0.208255,0.013244,0.010745,0.017348,0.017173,0.010363,0.011297,0.006378,0.004500,0.002693,0.008545,0.006598,0.003636,0.009020,Slurred
0.276460,0.029817,3.136877,0.334428,0.235895,1.512310,0.010563,0.425958,-27.443696,1.330744,-0.380604,-0.327006,0.048449,-0.028363,0.026852,0.228408,-0.214321,-0.104959,-0.152982,-0.256930,-0.383407,0.035529,0.016040,0.017119,0.015501,0.011754,0.004904,0.011688,0.007103,0.004539,0.002952,0.006174,0.005957,0.019501,0.178633,0.038662,0.208503,0.122360,0.044595,0.639771,0.007202,0.252957,3.216153,0.923635,0.899141,0.637316,0.404944,0.336016,0.302479,0.373206,0.305240,0.265669,0.326093,0.315239,0.337827,0.044532,0.021705,0.023178,0.023496,0.013089,0.007496,0.017575,0.008259,0.005377,0.002146,0.005652,0.009108,0.013895,Slurred
0.514556,0.004486,3.221867,0.509528,0.294920,2.630635,0.002819,0.815182,-30.406174,1.121294,0.359727,0.095915,0.263059,0.142358,0.054104,0.364449,-0.006730,-0.086031,0.130199,-0.016063,0.048555,0.003933,0.001568,0.011581,0.009274,0.024169,0.004388,0.005104,0.001082,0.003613,0.004282,0.010497,0.002253,0.008362,0.114747,0.010751,0.139724,0.067285,0.027158,0.432195,0.002106,0.141662,1.711980,0.450101,0.275872,0.440782,0.290436,0.273318,0.213893,0.223582,0.218169,0.237216,0.283154,0.202591,0.172776,0.001998,0.000747,0.004273,0.012567,0.023583,0.004185,0.002582,0.000697,0.007908,0.002698,0.005632,0.001186,0.007456,Slurred
0.441635,0.014727,3.230276,0.454218,0.282921,2.304216,0.004959,0.711511,-30.378031,1.296011,0.181078,0.077333,0.021839,0.173583,-0.064520,0.365018,0.057389,-0.082926,-0.140104,-0.162161,-0.048407,0.007835,0.012871,0.027252,0.010686,0.015655,0.002196,0.004147,0.001524,0.003891,0.003205,0.009050,0.001956,0.011862,0.122539,0.016556,0.165576,0.089032,0.030991,0.600430,0.003977,0.203277,2.150143,0.438294,0.420367,0.411030,0.462611,0.222030,0.284590,0.243573,0.274406,0.229504,0.236122,0.242680,0.245700,0.014043,0.017265,0.022788,0.013644,0.011250,0.002340,0.002243,0.001665,0.006078,0.001566,0.004915,0.000813,0.007875,Slurred
0.368144,0.007574,3.105652,0.406256,0.273984,2.001406,0.006732,0.588912,-29.905798,1.288005,0.196909,-0.150105,0.173709,0.077705,-0.018244,0.156634,-0.153809,-0.103471,-0.072547,-0.133281,-0.179632,0.023505,0.007396,0.023712,0.009913,0.018078,0.006244,0.012562,0.007747,0.004619,0.003853,0.008403,0.005685,0.015589,0.139908,0.011110,0.283109,0.103348,0.032565,0.634145,0.004064,0.233407,2.384499,0.642119,0.672682,0.556331,0.307018,0.342476,0.251719,0.298525,0.253605,0.250500,0.246462,0.224527,0.304222,0.029081,0.010499,0.024387,0.011834,0.016581,0.010288,0.017343,0.010734,0.007695,0.003079,0.005552,0.009615,0.010049,Slurred
0.426825,0.009751,3.015395,0.434288,0.268342,2.289913,0.006161,0.648295,-29.963947,1.022644,-0.126351,0.037138,0.321945,0.026516,0.089790,0.203418,-0.096307,-0.142096,-0.017938,-0.060911,0.013244,0.005845,0.004342,0.017515,0.012193,0.018730,0.005012,0.009426,0.002393,0.006482,0.004596,0.010898,0.004232,0.010622,0.126356,0.015819,0.344317,0.095714,0.037773,0.487763,0.003749,0.188791,2.596170,0.572805,0.682396,0.412558,0.318850,0.219525,0.282801,0.237851,0.218097,0.234257,0.247332,0.208676,0.239229,0.005444,0.005175,0.013958,0.013697,0.018378,0.005445,0.013978,0.003167,0.008406,0.004489,0.008177,0.005227,0.007066,Slurred
0.070914,0.105187,3.063814,0.196348,0.226458,0.489902,0.012229,0.070008,-26.382460,2.188847,-0.161625,0.188218,0.211340,0.022904,-0.017233,-0.036270,-0.046191,-0.010057,-0.084502,-0.107763,-0.261598,0.040276,0.006147,0.039338,0.011762,0.031773,0.003265,0.118020,0.008680,0.002841,0.003564,0.025664,0.009450,0.051960,0.026723,0.075690,0.201592,0.037362,0.031207,0.241350,0.013486,0.031036,1.724753,0.676462,0.411702,0.215376,0.316487,0.246719,0.230229,0.265075,0.171495,0.224634,0.212715,0.201916,0.231978,0.036297,0.008270,0.038897,0.019310,0.013711,0.005261,0.058520,0.014524,0.004875,0.003043,0.026563,0.010161,0.015901,Slurred
0.104427,0.058839,3.069885,0.222051,0.234753,0.774494,0.007428,0.109156,-27.542806,1.703956,-0.058976,0.371278,0.236355,0.410364,-0.187698,0.020205,-0.016041,-0.194015,0.043040,-0.072486,-0.181259,0.011311,0.005788,0.053615,0.012691,0.040113,0.002082,0.154668,0.003278,0.004937,0.003149,0.009892,0.007535,0.054634,0.033584,0.088746,0.179710,0.035483,0.028490,0.356917,0.005312,0.054610,3.015384,0.489180,0.367959,0.434029,0.314881,0.257265,0.262163,0.156372,0.162360,0.187924,0.180038,0.334744,0.216730,0.013178,0.008917,0.044810,0.016077,0.022279,0.001101,0.077397,0.008738,0.006671,0.001798,0.006071,0.015151,0.016813,Slurred
0.127583,0.023308,3.043975,0.266740,0.262364,0.757645,0.003793,0.124806,-29.572266,1.534729,0.063715,0.290615,0.397920,0.116633,-0.012466,0.073996,0.024091,0.005093,0.124733,0.153532,0.090739,0.003253,0.002413,0.017036,0.012894,0.058230,0.002183,0.213801,0.000384,0.001641,0.002790,0.010234,0.000805,0.061486,0.059263,0.040655,0.095571,0.038595,0.015712,0.282957,0.003195,0.077438,1.378489,0.343273,0.255817,0.228110,0.310404,0.157629,0.167326,0.103791,0.137950,0.172846,0.174217,0.214479,0.151237,0.003135,0.005900,0.013618,0.011503,0.018098,0.004047,0.051123,0.000438,0.003085,0.001719,0.007252,0.001083,0.011848,Slurred
0.141703,0.019121,2.975734,0.272263,0.268032,0.896632,0.004090,0.180208,-29.212676,1.551728,0.088843,0.262661,0.301062,0.197944,0.003074,-0.001848,-0.024079,0.008172,0.203444,0.256975,0.109949,0.003353,0.000847,0.020166,0.007999,0.066514,0.005358,0.195027,0.001073,0.001772,0.003436,0.013678,0.000832,0.058279,0.072202,0.045294,0.222332,0.046435,0.016356,0.471516,0.003308,0.174963,1.861699,0.325688,0.222285,0.255656,0.305685,0.183418,0.218037,0.164677,0.184262,0.147382,0.161953,0.162504,0.094768,0.002192,0.000902,0.015411,0.006736,0.033255,0.007002,0.074284,0.001685,0.002056,0.002213,0.008414,0.000913,0.018268,Slurred
0.100225,0.062183,2.909460,0.222758,0.236119,0.681176,0.015746,0.115325,-27.122106,1.841497,-0.036750,0.120644,0.185229,0.157197,-0.096273,0.081117,-0.038859,-0.052082,-0.038141,-0.014054,-0.168541,0.037598,0.007934,0.031488,0.011121,0.040576,0.004519,0.129388,0.002252,0.002237,0.003670,0.014253,0.008704,0.050008,0.039110,0.075763,0.358506,0.045823,0.030550,0.360288,0.016009,0.093773,2.134029,0.558859,0.479439,0.354133,0.392869,0.219170,0.235948,0.230815,0.196278,0.225860,0.239809,0.216937,0.282258,0.042524,0.016089,0.033218,0.012615,0.015423,0.004852,0.059217,0.003854,0.003021,0.002589,0.013599,0.014219,0.015589,Slurred
0.136149,0.034420,2.975041,0.247192,0.245460,0.906767,0.006470,0.187990,-27.662608,1.532281,-0.098828,0.330284,0.122880,0.222901,0.007484,0.000640,0.029290,-0.034062,0.049051,0.075244,-0.097685,0.029372,0.003133,0.020844,0.008905,0.044236,0.004276,0.154310,0.001676,0.001589,0.005012,0.014499,0.004143,0.051815,0.067550,0.052519,0.233070,0.054591,0.029666,0.455617,0.004860,0.143794,1.778323,0.488983,0.445559,0.250203,0.242103,0.168472,0.245834,0.195068,0.178029,0.204698,0.171336,0.209449,0.190636,0.032238,0.005010,0.015842,0.007773,0.016959,0.005020,0.050518,0.002586,0.001551,0.004784,0.010301,0.005517,0.013990,Slurred
0.106223,0.030643,2.964213,0.239989,0.253647,0.741644,0.004831,0.115750,-28.964240,1.497705,-0.060039,0.257415,0.337853,0.338777,-0.116271,0.059394,-0.001383,-0.012887,0.132325,0.105584,0.047039,0.003983,0.004233,0.031090,0.011862,0.043761,0.001748,0.207630,0.000940,0.002213,0.002731,0.015739,0.001275,0.060540,0.032646,0.050364,0.208522,0.027583,0.017033,0.283455,0.003828,0.071167,1.491440,0.346898,0.271331,0.225260,0.311219,0.222256,0.201869,0.163265,0.171573,0.156040,0.192224,0.238037,0.159296,0.003584,0.008348,0.024412,0.011659,0.015378,0.001405,0.052104,0.001144,0.003285,0.001250,0.011208,0.000976,0.011710,Slurred
0.131525,0.039435,3.007110,0.257509,0.256515,0.849214,0.004214,0.133780,-28.829852,1.317899,0.086282,0.323888,0.227479,0.201817,0.054242,0.068399,0.031135,0.043144,0.036011,0.163154,0.141889,0.002665,0.001069,0.027763,0.020881,0.056878,0.002511,0.190235,0.000638,0.001004,0.003070,0.011668,0.001045,0.058266,0.037398,0.061183,0.198656,0.024776,0.018588,0.364589,0.003230,0.080150,1.701304,0.450885,0.264900,0.261234,0.377254,0.162439,0.214478,0.141624,0.161682,0.194272,0.213870,0.245958,0.128133,0.001516,0.001052,0.023118,0.020992,0.015942,0.003765,0.053784,0.000646,0.000845,0.001688,0.011315,0.001308,0.010773,Slurred
0.097910,0.072515,3.009953,0.227236,0.243330,0.658070,0.008182,0.103012,-27.553470,1.748948,-0.010691,0.172114,0.230812,0.161473,0.003097,0.066880,-0.061707,-0.024848,0.010010,0.036028,-0.024495,0.021677,0.005974,0.038036,0.013683,0.041601,0.003195,0.164222,0.005988,0.002310,0.002920,0.015028,0.003423,0.056685,0.042753,0.076474,0.184405,0.036068,0.019452,0.290178,0.006103,0.070919,1.550994,0.442042,0.338733,0.245136,0.298501,0.206169,0.206252,0.182631,0.188471,0.151859,0.210648,0.210969,0.191218,0.021873,0.009520,0.037042,0.012393,0.012743,0.002949,0.061191,0.011358,0.004379,0.002389,0.014748,0.005888,0.013344,Slurred
0.105460,0.008046,2.923229,0.248000,0.263877,0.642867,0.005369,0.098719,-29.687514,1.620720,0.027158,0.411233,0.436000,0.193228,0.131250,-0.017223,-0.008381,0.010966,0.147381,0.263445,0.051767,0.006713,0.000642,0.021014,0.011118,0.060437,0.003353,0.219553,0.000790,0.001760,0.002712,0.013962,0.000920,0.064119,0.033895,0.017073,0.239822,0.033271,0.014966,0.254768,0.006716,0.077514,1.373978,0.393909,0.141791,0.134497,0.246067,0.162696,0.155502,0.152699,0.182729,0.126410,0.200736,0.132918,0.116370,0.012753,0.001162,0.021921,0.014586,0.023406,0.005897,0.061790,0.000606,0.002996,0.001388,0.009043,0.001139,0.010940,Slurred
0.116743,0.014630,2.920915,0.254610,0.264599,0.701848,0.006543,0.112875,-29.617277,1.585319,-0.028079,0.345905,0.410596,0.065188,0.072826,0.026081,0.055575,0.036930,0.105030,0.263307,0.105127,0.002737,0.000566,0.020029,0.016368,0.060772,0.003519,0.223678,0.001041,0.001001,0.003373,0.009953,0.001062,0.065147,0.035528,0.032339,0.205780,0.025556,0.012255,0.243913,0.009505,0.057127,1.218450,0.374313,0.153801,0.151359,0.200407,0.197066,0.116724,0.119291,0.163339,0.165906,0.199134,0.121306,0.096545,0.001646,0.000448,0.018656,0.023972,0.018972,0.004247,0.059250,0.002221,0.001240,0.002415,0.006369,0.001812,0.013486,Slurred
0.133438,0.021066,3.020426,0.260689,0.261190,0.804546,0.005507,0.135125,-29.401156,1.567434,0.022775,0.261728,0.315874,0.119450,0.103815,-0.042446,-0.009193,-0.009273,0.123289,0.198060,0.091015,0.005761,0.000877,0.016995,0.011524,0.047329,0.002701,0.203733,0.000512,0.002707,0.003050,0.014950,0.001030,0.057477,0.047992,0.058752,0.118089,0.036232,0.012379,0.305082,0.004695,0.087270,1.144985,0.390338,0.200340,0.248712,0.237387,0.150055,0.130474,0.119393,0.097028,0.100888,0.175226,0.140446,0.126124,0.011202,0.000997,0.012024,0.006704,0.010804,0.002324,0.041613,0.000441,0.006479,0.001308,0.006704,0.001068,0.010120,Slurred
0.117444,0.033710,3.009860,0.253169,0.260936,0.726486,0.004622,0.104281,-29.451699,1.555910,-0.156031,0.388171,0.423620,-0.013939,0.041469,0.062077,-0.009377,0.056882,0.118838,0.161895,0.093126,0.003039,0.002882,0.020049,0.011073,0.063847,0.002047,0.218960,0.001019,0.002049,0.003023,0.008415,0.000720,0.063791,0.025356,0.048110,0.133461,0.019200,0.013317,0.163629,0.003358,0.030610,1.252822,0.271137,0.205011,0.226311,0.256838,0.139139,0.152129,0.164905,0.148196,0.168702,0.201035,0.199355,0.202428,0.003190,0.005050,0.015998,0.008213,0.023812,0.002263,0.055370,0.001246,0.004210,0.001494,0.005116,0.000515,0.011696,Slurred
0.127830,0.005461,2.943678,0.267028,0.274281,0.684207,0.002897,0.094788,-26.379444,1.481782,0.045993,0.469024,0.555970,0.077318,0.098000,0.073046,0.095846,0.083007,0.183535,0.250502,0.125611,0.002036,0.000323,0.023357,0.007889,0.065985,0.000850,0.245237,0.000391,0.000579,0.002708,0.008688,0.000477,0.068980,0.030109,0.001946,0.140612,0.019344,0.010441,0.172918,0.002599,0.039793,0.344218,0.209008,0.099451,0.169364,0.197407,0.127631,0.103284,0.121093,0.101955,0.107569,0.095795,0.112914,0.092687,0.000922,0.000305,0.034619,0.002864,0.014594,0.000762,0.041031,0.000659,0.000601,0.001251,0.006424,0.000660,0.009752,Slurred
0.071047,0.030713,3.028517,0.225411,0.258749,0.501540,0.007108,0.057111,-29.417319,1.807069,0.057950,0.521949,0.638446,0.219290,0.174719,0.087641,0.056700,0.077720,0.138407,0.213259,0.027156,0.003933,0.001958,0.034436,0.008657,0.039732,0.000994,0.233224,0.006174,0.001030,0.003777,0.024007,0.000720,0.068326,0.019448,0.061048,0.167083,0.022459,0.016946,0.122182,0.003381,0.027061,1.525629,0.291450,0.232195,0.249210,0.243160,0.188352,0.212197,0.111499,0.127528,0.150853,0.150197,0.180756,0.189744,0.004659,0.003987,0.022809,0.011833,0.025159,0.000958,0.088008,0.016571,0.001772,0.002161,0.018398,0.001146,0.019582,Slurred
0.076721,0.069696,2.977638,0.205808,0.235044,0.577278,0.013965,0.085333,-26.968654,2.091265,-0.184645,0.387929,0.317650,0.119127,0.144228,0.083682,-0.006329,0.026498,-0.020811,-0.073330,-0.131615,0.022902,0.010957,0.051898,0.008690,0.038522,0.003269,0.130387,0.004921,0.004765,0.006860,0.015277,0.002541,0.049080,0.027989,0.093315,0.242110,0.043324,0.037172,0.292191,0.009482,0.063458,2.839506,0.536251,0.627238,0.338528,0.417736,0.262904,0.265244,0.283507,0.276562,0.245524,0.280388,0.334098,0.324128,0.038570,0.019235,0.043039,0.010544,0.032377,0.007050,0.104089,0.009037,0.010584,0.005698,0.015054,0.004620,0.020872,Slurred
0.146020,0.053139,3.040794,0.257813,0.254667,0.790262,0.008185,0.200086,-27.845253,1.660399,0.102079,0.213910,0.294281,0.101189,-0.054190,0.011065,0.018561,-0.012198,-0.017754,0.013438,-0.065086,0.018581,0.002025,0.026827,0.019820,0.047262,0.002451,0.159009,0.001796,0.001365,0.003434,0.015327,0.002096,0.054814,0.061052,0.051369,0.134552,0.043987,0.020381,0.332895,0.007618,0.128929,1.358812,0.386940,0.289204,0.302348,0.221432,0.231072,0.175558,0.180619,0.169432,0.207843,0.213664,0.198742,0.182797,0.018581,0.002694,0.025287,0.022371,0.013465,0.003460,0.039967,0.003995,0.002351,0.003347,0.016599,0.003130,0.010868,Slurred
0.113053,0.074714,2.962324,0.230746,0.237579,0.789616,0.008302,0.147083,-27.188975,1.569574,-0.115039,0.305797,0.074168,0.309384,-0.078264,-0.104278,-0.050109,-0.068184,-0.009063,-0.042892,-0.072272,0.008619,0.003532,0.028775,0.022939,0.043549,0.003514,0.153483,0.010106,0.008357,0.002881,0.012530,0.001697,0.052692,0.041599,0.104459,0.321995,0.040228,0.032151,0.291971,0.007781,0.092833,3.258381,0.454980,0.323249,0.480776,0.446047,0.374354,0.290310,0.187262,0.214801,0.250160,0.225453,0.379324,0.308283,0.009496,0.005274,0.031284,0.033861,0.024083,0.005833,0.092020,0.023206,0.017950,0.001925,0.008532,0.003444,0.018337,Slurred
0.116393,0.049001,2.928355,0.242252,0.249746,0.717146,0.009993,0.143159,-27.759527,1.761456,0.029689,0.265792,0.241297,0.159800,0.021011,-0.035533,0.004987,-0.113582,-0.036994,0.054768,-0.074666,0.012998,0.004154,0.042725,0.016551,0.042299,0.004340,0.163353,0.000933,0.003251,0.003972,0.013253,0.001825,0.055448,0.068929,0.062517,0.295917,0.056232,0.028427,0.417540,0.006967,0.147718,1.866990,0.516784,0.287675,0.306224,0.363605,0.238737,0.188048,0.195566,0.183985,0.228765,0.245836,0.233921,0.232670,0.018598,0.008439,0.044765,0.014933,0.019883,0.006118,0.069968,0.001057,0.005910,0.003472,0.010205,0.002720,0.017156,Slurred
0.093096,0.025793,3.059483,0.223496,0.256301,0.498810,0.008234,0.062583,-29.301796,2.070340,0.256663,0.366880,0.498242,0.106987,0.012020,0.105223,0.034900,-0.054589,0.067925,0.056682,0.007471,0.009734,0.000489,0.038578,0.024215,0.055272,0.001601,0.203683,0.001529,0.000831,0.004545,0.012484,0.000400,0.064610,0.021253,0.031898,0.099785,0.023704,0.017813,0.126952,0.010163,0.020576,1.177803,0.360705,0.171320,0.215337,0.218926,0.152668,0.124958,0.104142,0.128504,0.137510,0.185660,0.166454,0.139906,0.017320,0.000504,0.030516,0.030826,0.018237,0.001582,0.058099,0.003747,0.000326,0.002624,0.006507,0.000307,0.009420,Slurred
0.105444,0.026499,3.004329,0.247615,0.260358,0.631700,0.005203,0.091833,-29.407369,1.576510,0.038072,0.328547,0.353972,0.199063,0.055821,0.051872,0.042215,-0.018102,0.120194,0.175753,0.067909,0.003395,0.001354,0.021117,0.016454,0.057838,0.001198,0.223387,0.000360,0.000631,0.002790,0.011287,0.001431,0.066635,0.024916,0.047540,0.112410,0.019787,0.017330,0.139325,0.005006,0.031539,1.351043,0.286669,0.185443,0.246291,0.301884,0.152622,0.174038,0.113374,0.128250,0.198812,0.206015,0.236337,0.117015,0.005004,0.002958,0.023862,0.020313,0.016714,0.001136,0.061952,0.000346,0.000411,0.001201,0.009260,0.003951,0.012052,Slurred
0.101033,0.013604,3.012412,0.237793,0.255481,0.684368,0.005471,0.093719,-29.403455,1.623992,-0.124244,0.394639,0.408549,0.116644,0.066020,0.008460,0.099509,0.032882,0.080428,0.242322,0.044487,0.008427,0.002506,0.026016,0.010591,0.052904,0.001715,0.220197,0.000931,0.001179,0.003230,0.011403,0.001581,0.063811,0.026310,0.032826,0.144689,0.026858,0.021693,0.185572,0.005888,0.032235,1.291264,0.387289,0.226029,0.243298,0.271316,0.193588,0.146205,0.119057,0.123414,0.186700,0.202804,0.204459,0.144610,0.014666,0.005984,0.024264,0.010575,0.015647,0.001691,0.061941,0.000977,0.001631,0.001786,0.008124,0.002087,0.013574,Slurred
0.123441,0.021761,2.924745,0.256442,0.260500,0.776853,0.003662,0.118792,-29.301290,1.471695,-0.095087,0.400579,0.521531,0.088236,0.059614,0.032321,0.057798,0.070040,0.110435,0.198722,0.005506,0.006125,0.001701,0.015544,0.007457,0.058301,0.002116,0.218250,0.002059,0.001988,0.003097,0.010238,0.001076,0.061755,0.031141,0.053445,0.247732,0.030458,0.025580,0.290563,0.003231,0.086191,2.189995,0.269950,0.348874,0.260090,0.187091,0.234236,0.126989,0.124913,0.160635,0.102672,0.225497,0.214512,0.219271,0.008543,0.002811,0.017214,0.002838,0.018499,0.002438,0.068552,0.004596,0.002843,0.002179,0.007697,0.001292,0.016030,Slurred
